1.00,0,0,0,3,0,2,0,0,0,2,1,1,0,0,0,1,2,1,1,0,1,3,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,2,2,1,1,2,2,2,1,0,1,1,0,0,0,0,1,3,3,1,1,2
UBAT0010,00120,1.48E7,1.331E+07,1201,11.912,0,0.635,43,1.00,4,2,0,3,1,0,1,0,1,3,3,3,1,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,2,2,2,3,0,1,1,0,0,0,0,1,1,0,0,0,1,2
UBAT0010,00121,1.48E7,1.134E+07,1199,11.912,0,0.635,43,1.00,0,1,1,0,2,2,1,2,2,3,2,0,0,0,0,0,1,1,0,0,0,0,1,0,2,2,0,1,2,0,3,2,0,0,1,1,0,1,1,0,2,0,0,0,0,1,0,0,1,2,2,1,1,0,0,0,0,0,1,1
UBAT0010,00122,1.48E7,1.208E+07,1201,11.912,0,0.634,43,0.99,2,2,1,1,1,0,0,0,0,0,0,2,0,1,2,2,3,0,0,0,1,4,2,1,2,1,0,0,0,1,0,0,0,1,2,4,2,0,0,0,0,0,1,1,0,0,2,1,2,1,2,1,2,2,0,1,0,1,1,0
UBAT0010,00123,1.48E7,1.331E+07,1199,11.912,0,0.634,43,0.99,0,3,0,0,0,1,1,1,1,1,0,1,2,0,1,0,0,0,1,1,4,3,3,1,1,2,3,0,1,0,1,1,0,1,0,1,2,0,0,0,3,2,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,3
UBAT0010,00124,1.48E7,1.381E+07,1200,11.912,0,0.635,43,1.00,3,0,2,1,2,1,0,2,0,0,1,1,2,1,1,1,0,1,2,1,0,0,0,0,0,1,0,0,1,1,2,2,1,0,0,0,0,3,1,0,2,1,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,2,2,0
UBAT0010,00125,1.48E7,1.134E+07,1202,11.912,0,0.634,43,1.00,1,1,0,0,2,1,2,1,1,1,1,0,0,0,1,2,2,0,0,0,1,2,1,0,0,0,0,1,2,2,0,1,2,1,2,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,2,0,2,2,1,1,0,0,0
UBAT0010,00126,1.48E7,1.208E+07,1197,11.911,0,0.634,43,1.00,1,2,2,0,1,1,1,0,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,1,0,0,0,1,1,1,0,0,0,0,3,2,14,16,7,16,18,7,4,6,11,9,5,4,3,3,5,4
UBAT0010,00127,1.48E7,4.094E+07,1200,11.912,0,0.634,43,1.00,2,0,2,2,1,2,1,2,1,0,1,1,1,0,0,0,0,1,0,0,1,1,3,1,1,1,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,2,0,0,2,0,0,0,0,0,1
UBAT0010,00128,1.48E7,1.060E+07,1204,11.912,0,0.634,43,0.99,0,1,0,0,0,0,1,2,1,1,1,0,0,2,1,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,2,0,0,0,0,1,0,0,0,0
UBAT0010,00129,1.48E7,8.139E+06,1200,11.912,0,0.634,43,0.99,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,2,2,1,0,0,0,2,0,0,0,0,0,1,2,1,0,1,2,0,0,0,2,2,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,2,1
UBAT0010,00130,1.48E7,9.619E+06,1198,11.912,0,0.634,43,0.99,0,0,0,0,1,3,3,3,2,2,0,0,0,0,2,5,7,5,3,4,1,0,2,0,1,0,0,1,1,1,1,0,1,1,2,0,0,1,5,2,0,3,0,0,0,1,3,2,1,0,0,0,0,0,1,1,1,0,0,0
UBAT0010,00131,1.48E7,1.849E+07,1199,11.912,0,0.635,43,0.99,2,0,0,0,0,2,0,1,2,2,1,0,1,0,1,0,2,1,0,0,1,2,1,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0
UBAT0010,00132,1.48E7,7.153E+06,1202,11.911,0,0.634,43,0.99,0,0,1,4,5,6,6,8,8,7,7,7,7,6,8,7,3,3,3,2,2,1,4,5,3,1,4,2,1,0,1,2,2,1,0,0,2,0,0,2,1,1,1,1,1,3,3,3,2,4,1,1,3,1,3,1,1,1,1,0
UBAT0010,00133,1.48E7,4.045E+07,1202,11.911,0,0.634,43,1.01,0,1,2,1,2,1,0,0,1,1,0,1,2,2,2,1,0,1,0,1,0,0,0,0,1,3,1,3,2,0,0,2,2,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1
UBAT0010,00134,1.48E7,1.159E+07,1200,11.912,0,0.635,43,0.99,2,1,1,0,0,2,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1
UBAT0010,00135,1.48E7,6.413E+06,1201,11.911,0,0.634,43,0.99,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,3,2,1,0,0,0,0,1,2,0,0,1,2,1,2,2,2,0,2,2,1,0,1,2,2,2,2,2,0
UBAT0010,00136,1.48E7,1.159E+07,1198,11.912,0,0.634,43,0.99,2,2,1,1,1,0,0,0,1,0,0,1,1,0,1,2,2,1,0,3,0,0,1,2,1,2,2,0,1,4,4,2,0,1,3,1,0,1,0,1,2,4,1,1,1,0,0,1,1,0,0,1,3,1,0,0,0,3,1,0
UBAT0010,00137,1.48E7,1.553E+07,1197,11.912,0,0.634,43,0.99,0,2,0,0,0,1,1,3,2,1,1,2,2,2,0,0,0,3,4,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,1,1,1,2,1,2,2,2,4,3,0
UBAT0010,00138,1.48E7,1.307E+07,1204,11.912,0,0.634,43,0.99,0,2,1,0,0,1,0,0,1,0,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,2,0,0,3,3,3,6,8,5,5,7,7,6,7,8,8,9,9,10,9,9,11
UBAT0010,00139,1.48E7,4.119E+07,1206,11.912,0,0.634,43,0.98,12,11,9,9,10,8,8,8,7,5,5,3,2,3,4,5,2,3,3,2,0,0,1,1,1,3,3,2,3,1,2,2,0,0,0,2,1,0,0,0,1,1,3,3,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1
UBAT0010,00140,1.48E7,3.675E+07,1202,11.912,0,0.635,43,0.98,1,0,2,3,0,0,1,2,2,1,1,2,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,2,3,0,1,0,0,2,2,3,3,0,0,0,0,0,0,2,0,1
UBAT0010,00141,1.48E7,1.159E+07,1199,11.911,0,0.634,43,0.99,3,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,1,0,2,0,0,1,1,1,3,0,0,1,21,46,25,9,3,2,1,1,2,0,0,0,0,0,1,2,3,2,1,2,1
