
UBAT0010,00180,1.48E7,5.081E+07,1197,11.909,0,0.632,43,1.08,0,2,2,1,3,5,2,2,0,2,4,1,1,1,1,3,2,1,3,1,0,0,2,2,0,1,0,0,3,2,1,0,2,1,1,1,1,0,0,3,3,2,0,0,0,2,2,1,1,2,2,1,2,2,2,4,4,4,4,2
UBAT0010,00181,1.48E7,2.441E+07,1199,11.906,0,0.632,43,1.06,2,4,4,2,1,3,1,3,4,3,4,1,2,6,4,1,1,2,4,2,0,1,1,2,1,2,2,1,0,2,1,3,4,2,4,6,4,5,2,3,1,0,0,1,1,3,2,3,1,0,3,4,4,3,3,4,4,3,3,3
UBAT0010,00182,1.48E7,3.675E+07,1199,11.905,0,0.633,43,1.08,5,3,3,2,2,0,1,1,0,1,3,3,0,2,3,3,2,3,2,2,1,0,0,3,2,2,3,2,3,3,1,0,2,2,2,1,0,0,1,2,1,1,2,1,2,2,2,3,3,3,1,2,1,2,4,0,2,1,0,1
UBAT0010,00183,1.48E7,2.466E+07,1200,11.909,0,0.633,43,1.07,0,1,3,1,2,8,30,42,52,56,56,54,52,47,45,43,39,45,76,125,167,193,201,207,204,196,181,162,129,67,25,8,2,4,3,2,2,5,3,0,2,2,3,3,3,2,3,5,5,3,2,1,0,1,2,2,0,0,1,2
UBAT0010,00184,1.48E7,6.376E+08,1201,11.906,0,0.633,43,1.08,5,5,3,3,3,2,3,1,3,4,3,3,2,4,4,4,4,2,2,1,0,0,0,1,2,4,1,0,2,3,4,3,2,2,3,4,3,5,3,3,3,2,3,4,1,0,1,2,2,3,4,2,2,2,4,1,1,1,0,3
UBAT0010,00185,1.48E7,3.576E+07,1201,11.908,0,0.633,43,1.07,3,1,2,3,4,2,2,1,2,2,4,3,3,3,3,3,1,4,4,4,4,1,1,1,1,2,3,3,2,1,1,1,2,3,1,2,0,0,3,1,0,1,0,0,1,0,2,3,3,2,4,3,4,2,2,1,0,2,2,3
UBAT0010,00186,1.48E7,2.984E+07,1198,11.907,0,0.632,43,1.08,2,0,2,2,1,0,1,2,1,0,3,2,2,2,2,2,1,2,0,0,0,1,4,4,3,3,1,1,1,2,2,2,2,0,1,0,4,4,3,4,6,5,3,2,1,1,1,2,2,3,2,2,1,2,2,2,2,1,0,1
UBAT0010,00187,1.48E7,2.762E+07,1201,11.907,0,0.633,43,1.07,4,1,0,0,1,1,2,3,2,1,0,0,2,2,3,3,3,1,1,4,6,3,2,2,5,3,4,4,5,4,2,2,3,3,2,2,3,2,2,3,3,3,5,5,4,5,4,6,3,2,3,2,2,5,4,5,4,2,1,3
UBAT0010,00188,1.48E7,4.143E+07,1204,11.906,0,0.633,43,1.07,5,4,3,3,2,3,3,1,1,1,3,2,1,0,1,5,2,1,1,0,2,1,2,2,6,5,4,4,0,2,3,2,2,3,3,4,4,3,3,3,3,5,2,1,1,3,1,0,1,1,2,6,4,4,4,4,3,0,1,2
UBAT0010,00189,1.48E7,3.576E+07,1202,11.911,0,0.632,43,1.07,2,2,1,2,3,5,2,2,4,3,2,2,3,4,3,3,5,6,4,4,3,2,3,5,4,3,2,2,3,4,4,5,2,1,3,3,0,3,2,3,3,3,2,1,0,1,2,4,5,3,2,0,0,0,0,0,0,0,1,2
UBAT0010,00190,1.48E7,3.625E+07,1202,11.910,0,0.632,43,1.07,1,3,2,1,0,1,2,1,0,1,2,1,1,3,4,3,2,2,4,4,3,3,3,2,3,2,1,4,3,1,2,2,1,2,3,4,3,3,2,4,4,2,3,3,1,0,1,1,3,1,0,0,2,0,0,2,2,2,1,3
UBAT0010,00191,1.48E7,2.984E+07,1201,11.907,0,0.632,43,1.07,2,0,0,0,2,0,0,0,1,3,1,0,2,1,0,1,1,2,1,0,1,0,0,1,3,2,2,1,0,2,0,2,2,3,3,2,3,0,1,4,0,0,3,4,4,1,3,4,1,1,1,1,2,1,1,3,3,1,0,1
UBAT0010,00192,1.48E7,2.047E+07,1203,11.907,0,0.633,43,1.08,1,0,0,1,2,3,1,0,1,2,4,2,3,2,2,4,4,2,1,1,2,1,0,0,0,0,1,2,1,4,1,1,1,0,1,0,1,3,2,3,3,2,3,0,0,0,3,1,0,0,0,1,1,2,2,3,0,0,1,0
UBAT0010,00193,1.48E7,1.997E+07,1202,11.907,0,0.633,43,1.08,0,2,2,1,2,0,1,1,0,2,1,3,4,5,7,11,15,16,18,19,19,16,15,14,12,10,5,2,2,3,2,3,1,3,2,3,3,1,1,1,0,0,0,0,2,0,1,1,3,2,1,1,1,2,4,2,0,2,2,1
UBAT0010,00194,1.48E7,6.265E+07,1201,11.910,0,0.633,43,1.07,1,1,1,1,1,0,0,0,1,1,3,3,1,3,4,3,2,1,3,2,2,2,3,1,3,5,3,3,1,0,3,2,2,0,2,2,2,3,3,6,4,4,4,2,5,4,2,4,5,4,3,2,1,1,1,0,1,2,1,2
UBAT0010,00195,1.48E7,3.329E+07,1202,11.907,0,0.633,43,1.07,4,2,3,4,1,2,0,0,0,1,1,3,2,2,0,0,1,2,2,1,0,0,2,1,1,2,1,0,0,0,1,1,0,1,1,2,0,0,0,1,0,0,1,2,2,1,1,0,1,3,3,1,2,1,1,1,0,1,2,2
UBAT0010,00196,1.48E7,1.627E+07,1202,11.906,0,0.633,43,1.07,0,1,2,0,1,4,1,3,2,3,4,3,3,4,4,4,3,3,5,2,2,4,2,3,2,1,1,2,2,1,2,0,1,1,0,1,1,0,0,1,2,2,1,3,3,1,0,0,1,2,2,1,1,0,1,0,0,2,0,0
UBAT0010,00197,1.48E7,2.515E+07,1201,11.906,0,0.633,43,1.07,1,1,1,2,2,0,0,3,5,2,4,2,3,4,2,0,2,2,2,3,3,1,1,3,4,3,4,3,3,2,2,2,2,1,1,2,1,1,0,1,2,3,3,0,2,3,2,7,8,6,1,1,1,1,0,0,1,0,0,2
UBAT0010,00198,1.48E7,3.107E+07,1201,11.906,0,0.633,43,1.07,3,2,0,0,1,0,0,1,0,2,4,3,2,2,4,1,2,0,0,2,3,4,7,15,38,58,55,39,32,24,17,12,10,7,7,6,5,6,3,4,4,4,3,2,3,2,2,3,4,4,4,4,2,2,2,3,1,2,3,3
