UBAT0010,00000,0,0.000E00,1181,11.910,39,0.000,41,0.90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UBAT0010,00001,1.23E4,0.000E00,1174,11.905,0,0.321,42,0.88,0,0,37,166,128,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAT0010,00002,1.48E8,6.928E+04,1169,11.895,0,0.451,41,0.81,0,0,32,54,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UBAT0010,00003,1.48E7,2.762E+08,1159,11.901,0,0.631,42,0.90,0,1,47,79,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,44,395,1293,1868,1895,1638,1251,863,551,350,244,243,416,606,664,600,474,343
UBAT0010,00004,1.48E7,3.488E+09,1162,11.893,0,0.630,42,0.97,239,168,122,100,88,80,67,61,59,75,115,161,177,157,125,94,70,54,44,41,36,39,62,115,165,183,167,136,103,77,57,44,35,30,26,23,19,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAT0010,00005,1.48E7,7.866E+08,1167,11.891,0,0.631,43,1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,7,6,3,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0
UBAT0010,00006,1.48E7,1.307E+07,1171,11.894,0,0.631,43,0.89,0,0,0,0,0,0,0,0,0,3,4,4,4,5,5,4,3,0,1,3,4,5,3,4,3,2,3,2,2,3,1,0,2,1,2,1,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAT0010,00007,1.48E7,1.997E+07,1183,11.895,0,0.632,43,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,25,21,14,8,6,6,6,6,4,1,2,2,3,2,1,0,0,5,11,13,9,6,2
UBAT0010,00008,1.48E7,4.217E+07,1195,11.895,0,0.631,42,0.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAT0010,00009,1.48E7,0.000E00,1199,11.895,0,0.631,42,0.85,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAT0010,00010,1.48E7,2.466E+06,1203,11.896,0,0.631,42,0.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,42,40,25,15,9,5,3,3,2,0,0,1,3,3,1,1,0,2,1,8,66,128,132,115,102,103,98,76,54,42,37,33,30,30,27,24,21,22,21,38,61,57,48,41
UBAT0010,00011,1.48E7,3.986E+08,1192,11.899,0,0.631,42,0.97,34,31,26,24,22,22,18,17,18,19,19,18,16,13,12,13,10,4,0,0,0,0,10,18,12,9,7,5,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0
UBAT0010,00012,1.48E7,9.274E+07,1181,11.894,0,0.631,43,0.96,0,0,0,0,1,0,0,0,0,3,6,18,19,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,3,3,3,1
UBAT0010,00013,1.48E7,2.071E+07,1186,11.897,0,0.631,43,0.83,0,0,0,1,1,0,0,0,1,4,0,1,0,0,0,2,5,6,3,4,2,3,4,3,2,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,5,12,8,8,6,5,4,1,0,0,0,0,1,0,0,0
UBAT0010,00014,1.48E7,2.466E+07,1201,11.894,0,0.631,42,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBAT0010,00015,1.48E7,0.000E00,1204,11.893,0,0.631,42,0.91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
